year,title,abstract,full_text
1989,Optimal Brain Damage,,598 Le Cun
1989,Learning Aspect Graph Representations from View Sequences,,258 Seibert and Waxman Learning  Aspect  Graph  Representations from  View  Sequences Michael  Seibert and Allen  M.  Waxnlan Lincoln  Laborat.ory
1989,The Eect of Catecholamines on Performance: From Unit to System Behavior,,100 Servan-Schreiber
1989,Meiosis Networks,,Meiosis Networks 533 Meiosis  Networks Stephen Jose  Hanson 1 Learning and Knowledge Acquisition  Group Siemens Research  Center Princeton
1989,Synergy of Clustering Multiple Back Propagation Networks,,650 Lincoln and Skrzypek Synergy Of Clustering Multiple Back Propagation Networks William P. Lincoln*  and Josef Skrzypekt UCLA Machine Perception Laboratory Computer Science Department Los Angeles
1989,Incremental Parsing by Modular Recurrent Connectionist Networks,,364 Jain and Waibel Incremental Parsing by Modular Recurrent Connectionist Networks Ajay N. Jain  Alex  H. Waibel School of Computer Science Carnegie Mellon  University Pittsburgh
1989,Reading a Neural Code,,36 Bialek
1989,A Method for the Associative Storage of Analog Vectors,,590 Atiya and Abu-Mostafa A Method for the Associative Storage of Analog Vectors Amir  Atiya (*)  and Yaser Abu-Mostafa (**) (*)  Department of Electrical Engineering (**)  Departments of Electrical  Engineering and Computer Science California Institute Technology Pasadena
1989,Using Local Models to Control Movement,,316 Atkeson Using  Local Models  to  Control Movement Christopher G.  Atkeson Department of Brain and Cognitive Sciences and  the Artificial Intelligence Laboratory Massachusetts Institute of Technology NE43-771
1989,Learning to Control an Unstable System with Forward Modeling,,324 Jordan and Jacobs Learning to  Control an  Unstable  System  with Forward  Modeling Michael I.  Jordan Brain and Cognitive Sciences MIT Cambridge
1989,Learning in Higher-Order Artificial Dendritic Trees,,490 Bell Learning  in  higher-order' artificial dendritic  trees' Tony Bell Artificial  Intelligence Laboratory Vrije Universiteit Brussel Pleinlaan  2
1989,Dynamic Behavior of Constained Back-Propagation Networks,,642 Chauvin Dynamic Behavior of Constrained Back-Propagation Networks Yves Chauvin! Thomson-CSF
1989,Designing Application-Specific Neural Networks Using the Genetic Algorithm,,Designing Application-Specific Neural Networks 447 Designing Application-Specific Neural Networks Using the  Genetic Algorithm Steven A.  Harp
1989,A Computational Basis for Phonology,,372 Touretzky and Wheeler A  Computational Basis for Phonology David S.  Touretzky School of Computer Science Carnegie Mellon  University Pittsburgh
1989,Neural Network Simulation of Somatosensory Representational Plasticity,,52 Grajski and Merzenich Neural  Network Simulation of Somatosensory Representational  Plasticity Kamil A. Grajski Ford Aerospace San Jose
1989,A Neural Network for Feature Extraction,,A Neural Network for Feature Extraction 719 A  Neural Network for  Feature  Extraction Nathan Intrator Div.  of Applied  Mathematics
1989,Generalized Hopfield Networks and Nonlinear Optimization,,Generalized Hopfield Networks and Nonlinear Optimization 355 Generalized Hopfield Networks and Nonlinear Optimization Gintaras v. Reklaitis Dept. of Chemical Eng. Purdue University W. Lafayette
1989,Connectionist Architectures for Multi-Speaker Phoneme Recognition,,Connectionist Architectures for Multi-Speaker Phoneme Recognition 203 Connectionist Architectures/or Multi-Speaker Phoneme Recognition John B. Hampshire n  and  Alex Waibel School of Computer Science Carnegie Mellon University Pittsburgh
1989,Bayesian Inference of Regular Grammar and Markov Source Models,,388 Smith and Miller Bayesian Inference of Regular Grammar and Markov Source Models Kurt R. Smith and Michael I. Miller Biomedical Computer Laboratory and Electronic Signals and Systems Research Laboratory Washington University
1989,Dataflow Architectures: Flexible Platforms for Neural Network Simulation,,818 Smotro Dataflow Architectures: Flexible Platforms for Neural Network Simulation Ira G. Smotro MITRE-Bedford Neural Network Group The MITRE Corporation Bedford
1989,The Perceptron Algorithm Is Fast for Non-Malicious Distributions,,676 Baum The Perceptron Algorithm Is Fast tor Non-Malicious Distributions Erice B. Baum NEC Research Institute 4 Independence Way Princeton
1989,Discovering High Order Features with Mean Field Modules,,Discovering High Order Features with Mean Field Modules 509 Discovering  high  order features  with  mean field modules Conrad C.  Galland and Georey  E.  Hinton Physics  Dept.  and Computer Science  Dept. University of Toronto Toronto
1989,Sequential Decision Problems and Neural Networks,,686 Barto
1989,Asymptotic Convergence of Backpropagation: Numerical Experiments,,606 Ahmad
1989,Training Connectionist Networks with Queries and Selective Sampling,,566 Atlas
1989,Unsupervised Learning in Neurodynamics Using the Phase Velocity Field Approach,,Unsupervised Learning in Neurodynamics 583 Unsupervised  Learning  in  Neurodynamics  Using the  Phase  Velocity  Field  Approach Michail  Zak Nikzad Toornarian Center for  Space  Microelectronics Technology Jet  Propulsion Laboratory California Institute of Technology Pasadena
1989,A Continuous Speech Recognition System Embedding MLP into HMM,,186 Bourlard and Morgan A  Continuous Speech Recognition System Embedding MLP  into HMM Herve Bourlard Philips Research Laboratory Av.  van  Becelaere 2. Box 8 B-1170 Brussels. Belgium Nelson  Morgan IntI.  Compo  Sc.  Institute 1947 Center Street. Suite 600 Berkeley. CA 94704. USA ABSTRACT We  are  developing  a  phoneme  based.  speaker-dependent  continuous speech  recognition  system  embedding  a  Multilayer Perceptron  (MLP) (Le .•  a  feedforward  Artificial  Neural  Network).  into  a Hidden  Markov Model (HMM) approach.  In [Bourlard &  Wellekens]. it was  shown that MLPs  were approximating Maximum  a Posteriori (MAP) probabilities and  could  thus  be  embedded  as  an  emission  probability  estimator  in HMMs.  By using contextual information from  a sliding window on the input frames.  we  have  been  able  to  improve  frame  or phoneme  clas(cid:173)sification  performance  over the  corresponding  performance  for Simple Maximum  Likelihood  (ML)  or even  MAP  probabilities  that  are  esti(cid:173)mated without the benefit of context.  However. recognition of words in continuous speech was  not so simply improved by the use of an  MLP. and  several  modifications  of the  original  scheme  were  necessary  for getting acceptable performance.  It is  shown here that word recognition performance for a  simple discrete density  HMM  system  appears  to  be somewhat better when MLP methods are used to estimate the emission probabilities. INTRODUCTION 1 We  have  performed  a  number  of experiments  with  a  1000-word  vocabulary  continu(cid:173)ous  speech  recognition  task.  Our  frame  classification  results  [Bourlard  et  al .•  1989] A Continuous Speech Recognition-System Embedding MLP into HMM 187 are consistent with  other research  showing  the capabilities  of MLPs  trained  with  back(cid:173)propagation-styled learning  schemes  for  the recognition of voiced-unvoiced  speech  seg(cid:173)ments  [Gevins  &  Morgan
1989,Analysis of Linsker's Simulations of Hebbian Rules,,694  MacKay and Miller Analysis  of Linsker's  Simulations of Hebbian rules David J.  C.  MacKay Computation and  Neural Systems Caltech 164-30 CNS Pasadena
1989,Analog Neural Networks of Limited Precision I: Computing with Multilinear Threshold Functions,,702 Obradovic and Pclrberry Analog  Neural  Networks  of Limited Precision I: Computing with  Multilinear Threshold Functions (Preliminary Version) Zoran Obradovic and Ian Parberry Department of Computer Science. Penn State University. University Park. Pa.  16802. ABSTRACT Experimental  evidence  has  shown  analog  neural  networks  to  be  ex(cid:173)~mely fault-tolerant
1989,A Systematic Study of the Input/Output Properties of a 2 Compartment Model Neuron With Active Membranes,,A Systematic Study or the Input/Output Properties 149 A Systematic Study of the Input/Output Properties of a 2 Compartment Model Neuron With Active Membranes Paul Rhodes University of California
1989,Subgrouping Reduces Complexity and Speeds Up Learning in Recurrent Networks,,638 Zipser Subgrouping Reduces Complexity and  Speeds Up Learning in  Recurrent Networks David Zipser Department of Cognitive Science University of California
1989,Neural Implementation of Motivated Behavior: Feeding in an Artificial Insect,,44 Beer and Chiel Neural  Implementation  of Motivated  Behavior: Feeding  in  an  Artificial Insect Randall D.  Beerl
1989,A Neural Network to Detect Homologies in Proteins,,A Neural Network to Detect Homologies in Proteins 423 A Neural Network to Detect Homologies in Proteins Y oshua Bengio School of Computer Science McGill University Montreal
1989,Higher Order Recurrent Networks and Grammatical Inference,,380 Giles
1989,Practical Characteristics of Neural Network and Conventional Pattern Classifiers on Artificial and Speech Problems,,168 Lee and Lippmann Practical  Characteristics  of Neural  Network and  Conventional Pattern  Classifiers  on Artificial and Speech  Problems* Yuchun Lee Digital Equipment Corp. 40  Old  Bolton Road
1989,Contour-Map Encoding of Shape for Early Vision,,282 Kanerva Contour-Map Encoding of Shape for Early Vision Research  Institute  for  Advanced  Computer  Science Pentti  Kanerva Mail  Stop  230-5
1989,Maximum Likelihood Competitive Learning,,574 Nowlan Maximum  Likelihood  Competitive  Learning Steven J. Nowlan1 Department of Computer Science University of Toronto Toronto
1989,Note on Development of Modularity in Simple Cortical Models,,Note on Development or Modularity in Simple Cortical Models 133 Note on Development of Modularity in Simple Cortical Models Alex Chernjavskyl Neuroscience Graduate Program Section of Molecular Neurobiology Howard Hughes Medical Institute Yale University John Moody2 Yale Computer Science PO Box 2158 Yale Station New Haven
1989,Model Based Image Compression and Adaptive Data Representation by Interacting Filter Banks,,298 Okamoto
1989,On the Distribution of the Number of Local Minima of a Random Function on a Graph,,On the Distribution of the Number of Local Minima 727 On  the  Distribution  of the  Number  of Local Minima  of a Random Function  on  a  Graph Pierre Baldi JPL
1989,Using a Translation-Invariant Neural Network to Diagnose Heart Arrhythmia,,240 Lee Using A Translation-Invariant Neural Network To Diagnose Heart Arrhythmia The lohns Hopkins University Applied Physics Laboratory Susan Ciarrocca Lee Laurel. Maryland 20707 ABSTRACT Distinctive electrocardiogram (EeG) patterns are created when the heart is beating normally and when a dangerous arrhythmia is present. Some devices which monitor the EeG and react to arrhythmias parameterize the ECG signal and make a diagnosis based on the parameters. The author discusses the use of a neural network to classify the EeG signals directly. without parameterization. The input to such a network must be translation-invariant. since the distinctive features of the EeG may appear anywhere in an arbritrarily-chosen EeG segment. The input must also be insensitive to the episode-to-episode and patient-to-patient variability in the rhythm pattern. 1 INTRODUCTION Figure 1 shows internally-recorded transcardiac ECG signals for one patient. The top trace is an example of normal sinus rhythm (NSR). The others are examples of two arrhythmias: ventricular tachycardia (V1) and ventricular fibrillation (VF). Visually. the patterns are quite distinctive. Two problems make recognition of these patterns with a neural net interesting. The first problem is illustrated in Figure 2. All traces in Figure 2 are one second samples of NSR. but the location of the QRS complex relative to the start of the sample is shifted. Ideally. one would like a neural network to recognize each of these presentations as NSR. without preprocessing the data to center it. The second problem can be discerned by examining the two VT traces in Figure 1. Although quite similar. the two patterns are not exactly the same. Substantial variation in signal shape and repetition rate for NSR and VT (VF is inherently random) can be expected. even among rhythms generated by a single patient. Patient-to-patient variations are even greater. The neural Using A Translation-Invariant Neural Network 241 network must ignore variations within rhythm types
1989,Non-Boltzmann Dynamics in Networks of Spiking Neurons,,Non-Boltzmann Dynamics in Networks of Spiking Neurons 109 Non-Boltzmann  Dynamics  in Networks  of Spiking  Neurons Michael  C.  Crair and William  Bialek Department of Physics
1989,The Moving Targets Training Algorithm,,558 Rohwer The  'Moving  Targets'  Training  Algorithm Richard Rohwer Centre for  Speech Technology Research Edinburgh University 80
1989,Performance Comparisons Between Backpropagation Networks and Classification Trees on Three Real-World Applications,,622 Atlas
1989,An Eicient Implementation of the Back-propagation Algorithm on the Connection Machine CM-2,,An Eicient Implementation of the Back-propagation Algorithm 801 A n  Eicient Implementation  of the  Back-propagation  Algorithm on the  Connection  Machine  CM-2 Xiru  Zhang!  Michael Mckenna  Jill P.  Mesirov  David L.  Waltz Thinking Machines  Corporation 245 First Street
1989,Algorithms for Better Representation and Faster Learning in Radial Basis Function Networks,,482 Saba and Keeler Algorithms/or Better Representation and Faster Learning in Radial Basis  Function Networks A vijit  Saba 1 James D. Keeler Microelectronics and Computer Technology corporation 3500 West Balcones Center Drive Austin
1989,The Cocktail Party Problem: Speech/Data Signal Separation Comparison between Backpropagation and SONN,,542 Kassebaum
1989,Real-Time Computer Vision and Robotics Using Analog VLSI Circuits,,750 Koch
1989,The CHIR Algorithm for Feed Forward Networks with Binary Weights,,516 Grossman The CHIR Algorithm for  Feed Forward Networks with Binary Weights Tal Grossman Department of Electronics Weizmann Institute of Science Rehovot 76100 Israel ABSTRACT A new learning algorithm
1989,A Large-Scale Neural Network Which Recognizes Handwritten Kanji Characters,,A Large-Scale Neural Network 415 A  LARGE-SCALE  NEURAL  NETWORK WHICH  RECOGNIZES  HANDWRITTEN KANJI  CHARACTERS Yoshihiro Mori Kazuki Joe A TR Auditory and Visual Perception Research Laboratories Sanpeidani Inuidani Seika-cho Soraku-gun Kyoto 619-02 Japan ABSTRACT We propose a  new  way  to construct a  large-scale neural  network  for 3.000 handwritten  Kanji  characters  recognition.  This  neural  network consists  of 3  parts:  a  collection  of small-scale  networks  which  are trained individually on a small number of Kanji characters
1989,Mechanisms for Neuromodulation of Biological Neural Networks,,18 Harris-Warrick MECHANISMS  FOR  NEUROMODULATION OF BIOLOGICAL NEURAL  NETWORKS Ronald  M.  Harris-Warrick Section of Neurobiology and Behavior Cornell University Ithaca
1989,Recognizing Hand-Printed Letters and Digits,,Recognizing Hand-Printed Letters and Digits 405 Recognizing Hand-Printed Letters and Digits Gale L.  Martin James A.  Pittman MCC
1989,TRAIC: Recognizing Objects Using Hierarchical Reference Frame Transformations,,266 Zemel
1989,Performance of Connectionist Learning Algorithms on 2-D SIMD Processor Arrays,,810 Nunez and Fortes Performance of Connectionist Learning Algorithms on 2-D SIMD Processor Arrays Fernando J. Nunez*  and  Jose A.B. Fortes School of Electrical Engineering Purdue University West Lafayette
1989,Neurally Inspired Plasticity in Oculomotor Processes,,290 Viola Neurally  Inspired  Plasticity in  Oculomotor Processes Paul A.  Viola Artificial Intelligence  Laboratory Massachusetts Institute of Technology Cambridge
1989,Combining Visual and Acoustic Speech Signals with a Neural Network Improves Intelligibility,,232 Sejnowski
1989,The Computation of Sound Source Elevation in the Barn Owl,,10 Spence and Pearson The Computation of Sound Source Elevation . 'In the Barn Owl Clay D. Spence John C. Pearson David Sarno Research Center CN5300 Princeton
1990,Modeling Time Varying Systems Using Hidden Control Neural Architecture,,Modeling Time Varying Systems Using Hidden  Control Neural Architecture Esther Levin AT&T Bell Laboratories Speech Research Department Murray Hill
1990,Using Genetic Algorithms to Improve Pattern Classification Performance,,Using  Genetic Algorithms to Improve Pattern Classification  Performance Eric I.  Chang and Richard P.  Lippmann Lincoln  Laboratory
1990,Generalization Dynamics in LMS Trained Linear Networks,,Generalization  Dynamics  in LMS  Trained Linear Networks Yves Chauvin· Psychology Department Stanford University Stanford
1990,Optimal Filtering in the Salamander Retina,,Optimal Filtering in the Salamander  Retina Fred Riekea
1990,Oscillation Onset in Neural Delayed Feedback,,Oscillation  Onset • In Neural Delayed Feedback Andre Longtin Complex Systems  Group and  Center for  Nonlinear  Studies Theoretical Division  B213
1990,Relaxation Networks for Large Supervised Learning Problems,,Relaxation Networks for Large Supervised Learning Problems Joshua Alspector  Robert B. Allen  Anthony Jayakumar Torsten Zeppenfeld and Ronny Meir Bellcore Morristown
1990,Neural Networks Structured for Control Application to Aircraft Landing,,Neural Networks Structured for Control Application to Aircraft Landing Charles Schley
1990,Closed-Form Inversion of Backpropagation Networks: Theory and Optimization Issues,,Closed-Form Inversion of Backpropagation Networks: Theory and Optimization Issues Michael L. Rossen HNC
1990,Dynamics of Generalization in Linear Perceptrons,,Dynamics of Generalization in Linear Perceptrons Anders  Krogh Niels  Bohr Institute Blegdamsvej  17 John A.  Hertz NORDITA Blegdamsvej  17 DK-2100  Copenhagen
1990,Translating Locative Prepositions,,Translating  Locative  Prepositions Paul  W.  Munro  and  Mary  Tabasko Department of Information Science University of Pittsburgh Pittsburgh
1990,Adaptive Spline Networks,,ADAPTIVE SPLINE  NETWORKS Jerome H.  Friedman Department of Statistics and Stanford Linear Accelerator  Center Stanford University Stanford
1990,An Analog VLSI Chip for Finding Edges from Zero-crossings,,An Analog VLSI  Chip for  Finding Edges from  Zero-crossings Wyeth Bair Christof Koch Computation and Neural Systems Program Caltech 216-76 Pasadena
1990,ART2/BP architecture for adaptive estimation of dynamic processes,,ART2/BP architecture for adaptive estimation of dynamic processes Einar S~rheim * Department of Computer Science UNIK
1990,Self-organization of Hebbian Synapses in Hippocampal Neurons,,Self-organization of Hebbian Synapses in Hippocampal Neurons Thomas H. Brown
1990,Connection Topology and Dynamics in Lateral Inhibition Networks,,Connection Topology and Dynamics in Lateral Inhibition Networks C. M. Marcus
1990,A Delay-Line Based Motion Detection Chip,,A Delay-Line Based Motion Detection Chip Tim Horiuchit John Lazzaro· Andrew Mooret Christof Kocht tComputation and Neural Systems Program ·Department of Computer Science California Institute of Technology MS 216-76 Pasadena
1990,Back Propagation is Sensitive to Initial Conditions,,Back Propagation is Sensitive to Initial Conditions John F. Kolen Jordan B. Pollack Laboratory for Artificial Intelligence Research The Ohio State University Columbus. OH 43210. USA kolen-j@cis.ohio-state.edu pollack@cis.ohio-state.edu Abstract functions  with learning  simple This paper explores the eect of initial weight selection on feed-forward the  back-propagation networks technique.  We  first  demonstrate.  through  the  use  of  Monte  Carlo techniques. that the magnitude of the initial condition vector (in weight space) is a very significant parameter in convergence time variability. In order  to  further  understand this  result.  additional  deterministic experiments  were  performed.  The  results  of  these  experiments demon~trate the extreme sensitivity of back propagation to initial weight configuration. INTRODUCTION 1 Back Propagation (Rwnelhart et al .•  1986) is  the network training method  of choice for many neural network projects. and for good reason. Like other weak methods
1990,Applications of Neural Networks in Video Signal Processing,,Applications of Neural Networks in Video Signal Processing John C. Pearson
1990,Grouping Contours by Iterated Pairing Network,,Grouping Contours by Iterated Pairing Network Amnon Shashua M.I.T. Artificial Intelligence Lab.
1990,Simulation of the Neocognitron on a CCD Parallel Processing Architecture,,Simulation of the Neocognitron  on a  CCD Parallel Processing  Architecture Michael L.  Chuang and  Alice M.  Chiang M.I.T Lincoln  Laboratory Lexington
1990,Order Reduction for Dynamical Systems Describing the Behavior of Complex Neurons,,Order Reduction for Dynamical Systems Describing the Behavior of Complex Neurons Thomas B. Kepler Biology Dept. L. F. Abbott Physics Dept. Eve Marder Biology Dept. Brandeis University Waltham
1990,Note on Learning Rate Schedules for Stochastic Optimization,,Note on Learning Rate  Schedules for  Stochastic Optimization Christian Darken and John Moody Yale University P.O.  Box  2158  Yale Station New  Haven
1990,Remarks on Interpolation and Recognition Using Neural Nets,,REMARKS  ON INTERPOLATION AND RECOGNITION  USING  NEURAL NETS Eduardo D.  Sontag· SYCON - Center for  Systems and  Control Rutgers  University New  Brunswick
1990,Rapidly Adapting Artificial Neural Networks for Autonomous Navigation,,Rapidly Adapting Artificial Neural Networks for Autonomous Navigation Dean A. Pomerleau School of Computer Science Carnegie Mellon University Pittsburgh
1990,A Recurrent Neural Network for Word Identification from Continuous Phoneme Strings,,A Recurrent Neural Network for Word Identification from Continuous Phoneme Strings Robert B. Allen Bellcore Morristown
1990,Adjoint-Functions and Temporal Learning Algorithms in Neural Networks,,Adjoint-Functions and Temporal Learning Algorithms in Neural Networks N. Toomarian and J. Barhen Jet Propulsion Laboratory California Institute of Technology Pasadena
1990,Language Induction by Phase Transition in Dynamical Recognizers,,Language Induction by Phase Transition in Dynamical Recognizers Jordan B. Pollack Laboratory for AI Research The Ohio State University Columbus
1990,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,,Chaitin-Kolmogorov Complexity and  Generalization in Neural Networks Barak A.  Pearlmutter School of Computer Science Carnegie Mellon  University Pittsburgh
1990,VLSI Implementations of Learning and Memory Systems: A Review,,VLSI Implementations of Learning and Memory Systems: A Review Mark A. Holler Intel Corporation 2250 Mission College Blvd. Santa Clara
1990,Neural Dynamics of Motion Segmentation and Grouping,,Neural Dynamics of Motion Segmentation and  Grouping Ennio Mingolla Center for  Adaptive Systems
1990,Exploratory Feature Extraction in Speech Signals,,Exploratory Feature  Extraction in  Speech  Signals Nathan Intrator Center  for  Neural Science Brown  U ni versity Providence
1990,Constructing Hidden Units using Examples and Queries,,Constructing Hidden Units using Examples and Queries Eric B. Baum Kevin J. Lang NEC Research Institute 4 Independence Way Princeton
1990,Analog Neural Networks as Decoders,,Analog Neural Networks as Decoders Ruth Erlanson· Dept. of Electrical Engineering California Institute of Technology Pasadena
1990,A Reinforcement Learning Variant for Control Scheduling,,A Reinforcement Learning Variant for Control Scheduling Honeywell  Sensor and  System  Development Center Aloke Guha 3660 Technology Drive Minneapolis
1990,Kohonen Networks and Clustering: Comparative Performance in Color Clustering,,Kohonen Networks and Clustering: Comparative Performance in Color Clustering Wesley Snyder Department of Radiology Bowman Gray School of Medicine Wake Forest University Winston-Salem
1990,Reconfigurable Neural Net Chip with 32K Connections,,Reconfigurable Neural Net Chip with 32K Connections H.P. Graf
1990,e-Entropy and the Complexity of Feedforward Neural Networks,,c-Entropy and the Complexity of Feedforward Neural Networks Robert C. Williamson Department of Systems Engineering Research School of Physical Sciences and Engineering Australian National University GPO Box 4
1990,Extensions of a Theory of Networks for Approximation and Learning: Outliers and Negative Examples,,Extensions of a Theory of Networks for Approximation and Learning: Outliers and Negative Examples Federico Girosi AI Lab. M.I.T. Tomaso Poggio Al Lab. M.LT. Cambridge
1990,Stochastic Neurodynamics,,Stochastic Neurodynamics J.D. Cowan Department of Mathematics
1990,Phonetic Classification and Recognition Using the Multi-Layer Perceptron,,Phonetic Classification and Recognition Using the Multi-Layer Perceptron Hong C. Leung
1990,Learning Trajectory and Force Control of an Artificial Muscle Arm by Parallel-hierarchical Neural Network Model,,Learning Trajectory and Force Control of an Artificial Muscle Arm by Parallel-hierarchical Neural Network Model Masazumi Katayama Mitsuo Kawato Cognitive Processes Department ATR Auditory and Visual Perception Research Laboratories Seika-cho. Soraku-gun. Kyoto 619-02. JAPAN Abstract We propose a new parallel-hierarchical neural network model to enable motor learning for simultaneous control of both trajectory and force. by integrating Hogan's control method and our previous neural network control model using a feedback-error-learning scheme. Furthermore. two hierarchical control laws which apply to the model
1990,Basis-Function Trees as a Generalization of Local Variable Selection Methods for Function Approximation,,Basis-Function Trees as a Generalization of Local Variable Selection Methods for Function Approximation Terence D. Sanger Dept. Electrical Engineering and Computer Science Massachusetts Institute of Technology
1990,A Short-Term Memory Architecture for the Learning of Morphophonemic Rules,,A  Short-Term Memory Architecture for  the Learning of Morphophonemic Rules Michael Gasser and  Chan-Do Lee Computer Science  Department Indiana University Bloomington
1990,Associative Memory in a Network of `Biological' Neurons,,Associative  Memory in a  Network of 'biological' Neurons \Vulfram Gerstner • Department of Physics University of California Ber keley
1990,Oriented Non-Radial Basis Functions for Image Coding and Analysis,,Oriented Non-Radial Basis Functions for Image Coding and Analysis A vijit Saha 1 Jim Christian D. S. Tang Microelectronics and Computer Technology Corporation 3500 West Balcones Center Drive Austin
1990,Evaluation of Adaptive Mixtures of Competing Experts,,Evaluation  of Adaptive  Mixtures of Competing  Experts Steven J.  Nowlan  and  Georey  E.  Hinton Computer Science  Dept. University of Toronto Toronto
1990,Spoken Letter Recognition,,Spoken Letter Recognition Mark Fanty & Ronald Cole Dept. of Computer Science and Engineering Oregon Graduate Institute Beaverton
1990,Design and Implementation of a High Speed CMAC Neural Network Using Programmable CMOS Logic Cell Arrays,,Design and Implementation of a High Speed CMAC Neural Network Using Programmable CMOS Logic Cell Arrays W. Thomas Miller
1990,Shaping the State Space Landscape in Recurrent Networks,,Shaping the State Space Landscape  in Recurrent Networks Patrice Y.  Simard  >I< Computer Science  Dept. University of Rochester Rochester
1990,Phase-coupling in Two-Dimensional Networks of Interacting Oscillators,,Phase-coupling in Two-Dimensional Networks  of Interacting Oscillators Ernst  Niebur
1990,An Analog VLSI Splining Network,,An Analog VLSI Splining Network Daniel B.  Schwartz and Vijay K.  Samalam GTE Laboratories
1990,Designing Linear Threshold Based Neural Network Pattern Classifiers,,Designing Linear Threshold Based Neural Network Pattern Classifiers Terrence L. Fine School of Electrical Engineering Cornell University Ithaca
1990,Qualitative structure from motion,,Qualitative structure from motion Daphna Weinshall Center for Biological Information Processing MIT
1990,Learning to See Rotation and Dilation with a Hebb Rule,,Learning to See Rotation and Dilation with a Hebb Rule Martin I. Sereno and Margaret E. Sereno Cognitive Science D-015 University of California
1990,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers Kenney Ng BBN Systems and Technologies Cambridge
1990,Real-time autonomous robot navigation using VLSI neural networks,,Real-time autonomous robot navigation using VLSI neural networks Lionel Tarassenko Michael Brownlow Gillian Marshall· Jon Tombs Department of Engineering Science Oxford University
1990,CAM Storage of Analog Patterns and Continuous Sequences with 3N2 Weights,,CAM Storage of Analog Patterns and Continuous Sequences with 3N2 Weights Bill Baird Dept Mathematics and Dept Molecular and Cell Biology
1990,Generalization Properties of Radial Basis Functions,,Generalization  Properties of Radial Basis Functions Sherif M.  Botros Christopher G.  Atkeson Brain and Cognitive Sciences  Department and the Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge
1990,Learning Time-varying Concepts,,Learning Time-varying Concepts Anthony Kuh Dept. of Electrical Eng. U. of Hawaii at Manoa Honolulu
1990,A Theory for Neural Networks with Time Delays,,A Theory for Neural Networks with Time Delays Bert de Vries Department of Electrical Engineering University of Horida
1990,Natural Dolphin Echo Recognition Using an Integrator Gateway Network,,Natural Dolphin Echo Recog~ition Using an Integrator Gateway Network Herbert L. Roitblat Department of Psychology
1990,Compact EEPROM-based Weight Functions,,Compact  EEPROM-based Weight  Functions A.  Kramer
1990,Discovering Viewpoint-Invariant Relationships That Characterize Objects,,Discovering Viewpoint-Invariant  Relationships That  Characterize Objects Richard S.  Zemel  and  Georey  E.  Hinton Department of Computer Science University  of Toronto Toronto
1990,Reinforcement Learning in Markovian and Non-Markovian Environments,,Reinforcenlent  Learning in  Markovian and Non-Markovian  Environments Jiirgen Schmidhuber Institut fiir  Informatik Technische  Universitat Miinchen Arcistr.  21
1990,Second Order Properties of Error Surfaces: Learning Time and Generalization,,Second Order Properties of Error Surfaces : Learning Time and Generalization Yann Le Cun AT &T Bell Laboratories Crawfords Corner Rd. Holmdel
1990,Connectionist Music Composition Based on Melodic and Stylistic Constraints,,Connectionist Music Composition Based on Melodic and Stylistic Constraints Michael C. Mozer Department of Computer Science and Institute of Cognitive Science University of Colorado Boulder
1990,Transforming Neural-Net Output Levels to Probability Distributions,,Transforming Neural-Net  Output Levels to  Probability  Distributions John S.  Denker and Yann leCun AT&T Bell  Laboratories Holmdel
1990,Can neural networks do better than the Vapnik-Chervonenkis bounds?,,Can neural networks do better than the Vapnik-Chervonenkis bounds? David Cohn Dept. of Compo Sci. & Eng. University of Washington Seattle
1990,Discovering Discrete Distributed Representations with Iterative Competitive Learning,,Discovering Discrete Distributed Representations with Iterative Competitive Learning Michael C. Mozer Department of Computer Science and Institute of Cognitive Science University of Colorado Boulder
1990,A Neural Expert System with Automated Extraction of Fuzzy If-Then Rules and Its Application to Medical Diagnosis,,A Neural Expert System with Automated Extraction of Fuzzy If-Then Rules and Its Application to Medical Diagnosis Yoichi Hayashi* Department of Computer and Information Sciences Ibaraki University Hitachi-shi
1990,Leaning by Combining Memorization and Gradient Descent,,Learning by Combining Memorization and Gradient Descent John C. Platt Synaptics
1990,A Neural Network Approach for Three-Dimensional Object Recognition,,A  Neural Network Approach for Three-Dimensional Object Recognition Siemens AG
1990,Distributed Recursive Structure Processing,,Distributed Recursive Structure Processing Geraldine Legendre Department of Linguistics Yoshiro Miyata Optoelectronic Computing Systems  Center University  of Colorado Boulder
1990,Dynamics of Learning in Recurrent Feature-Discovery Networks,,Dynamics of Learning  in  Recurrent Feature-Discovery  Networks Todd  K.  Leen Department of Computer Science and  Engineering Oregon  Graduate Institute of Science &  Technology Beaverton
1990,Navigating through Temporal Dierence,,Navigating through Temporal Dierence Centre for Cognitive Science &. Department of Physics Peter Dayan University of Edinburgh 2 Buccleuch Place
1990,On the Circuit Complexity of Neural Networks,,On The Circuit Complexity of Neural Networks v. P. Roychowdhury Information Systems Laboratory Stanford University Stanford
